image,top1,top3
0062871.png,4,"[4, 6, 1]"
0062881.png,4,"[4, 7, 2]"
0062882.png,4,"[4, 7, 6]"
0062883.png,4,"[4, 7, 6]"
0062889.png,4,"[4, 7, 9]"
0062896.png,4,"[4, 7, 9]"
0062900.png,4,"[4, 7, 2]"
0062903.png,4,"[4, 7, 9]"
0062913.png,4,"[4, 7, 6]"
0062915.png,4,"[4, 7, 5]"
0062922.png,4,"[4, 8, 7]"
0062928.png,4,"[4, 7, 3]"
0062942.png,5,"[5, 7, 3]"
0062954.png,5,"[5, 3, 2]"
0062961.png,5,"[5, 8, 3]"
0062962.png,5,"[5, 6, 3]"
0062964.png,5,"[5, 3, 8]"
0062978.png,5,"[5, 3, 6]"
0062981.png,5,"[5, 8, 3]"
0062983.png,5,"[5, 3, 7]"
0062989.png,5,"[5, 6, 3]"
0062992.png,5,"[5, 3, 4]"
0062997.png,5,"[5, 3, 6]"
0063000.png,5,"[5, 3, 9]"
0063016.png,5,"[5, 3, 8]"
0063038.png,5,"[5, 8, 6]"
0063044.png,5,"[5, 3, 8]"
0063054.png,5,"[5, 3, 6]"
0063055.png,5,"[5, 3, 6]"
0063082.png,5,"[5, 6, 2]"
0063083.png,5,"[5, 6, 3]"
0063085.png,5,"[5, 3, 6]"
0063095.png,5,"[5, 3, 6]"
0063100.png,5,"[5, 3, 8]"
0063110.png,5,"[5, 6, 7]"
0063122.png,5,"[5, 3, 6]"
0063124.png,5,"[5, 3, 8]"
0063130.png,5,"[5, 6, 3]"
0063141.png,5,"[5, 3, 2]"
0063144.png,5,"[5, 3, 6]"
0063145.png,5,"[5, 3, 8]"
0063146.png,5,"[5, 8, 3]"
0063149.png,5,"[5, 3, 2]"
0063150.png,5,"[5, 6, 3]"
0063151.png,5,"[5, 6, 3]"
0063154.png,5,"[5, 3, 8]"
0063157.png,5,"[5, 6, 2]"
0063167.png,5,"[5, 3, 4]"
0063169.png,5,"[5, 3, 2]"
0063171.png,5,"[5, 6, 3]"
0063172.png,5,"[5, 8, 9]"
0063176.png,5,"[5, 3, 2]"
0063178.png,5,"[5, 9, 3]"
0063190.png,5,"[5, 3, 6]"
0063196.png,5,"[5, 6, 3]"
0063206.png,5,"[5, 3, 8]"
0063207.png,5,"[5, 3, 8]"
0063218.png,5,"[5, 6, 3]"
0063221.png,5,"[5, 6, 3]"
0063230.png,5,"[5, 6, 8]"
0063232.png,5,"[5, 3, 4]"
0063236.png,5,"[5, 3, 8]"
0063241.png,5,"[5, 2, 8]"
0063242.png,5,"[5, 3, 7]"
0063245.png,5,"[5, 6, 2]"
0063248.png,8,"[8, 0, 2]"
0063249.png,6,"[6, 8, 5]"
0063250.png,5,"[5, 8, 6]"
0063258.png,5,"[5, 3, 2]"
0063261.png,5,"[5, 6, 3]"
0063263.png,5,"[5, 2, 7]"
0063264.png,5,"[5, 3, 6]"
0063274.png,5,"[5, 3, 8]"
0063277.png,5,"[5, 3, 2]"
0063283.png,5,"[5, 3, 7]"
0063285.png,5,"[5, 6, 2]"
0063289.png,5,"[5, 2, 8]"
0063294.png,5,"[5, 3, 8]"
0063304.png,5,"[5, 8, 3]"
0063319.png,5,"[5, 3, 1]"
0063335.png,5,"[5, 3, 8]"
0063340.png,5,"[5, 6, 8]"
0063350.png,5,"[5, 3, 9]"
0063363.png,5,"[5, 3, 8]"
0063366.png,5,"[5, 3, 6]"
0063372.png,5,"[5, 3, 6]"
0063384.png,5,"[5, 3, 6]"
0063388.png,5,"[5, 3, 8]"
0063393.png,5,"[5, 6, 3]"
0063406.png,5,"[5, 8, 3]"
0063410.png,5,"[5, 6, 3]"
0063419.png,5,"[5, 3, 7]"
0063420.png,5,"[5, 3, 1]"
0063422.png,5,"[5, 3, 6]"
0063424.png,5,"[5, 9, 8]"
0063425.png,5,"[5, 6, 9]"
0063426.png,5,"[5, 6, 3]"
0063433.png,5,"[5, 3, 6]"
0063441.png,5,"[5, 3, 6]"
0063442.png,5,"[5, 3, 2]"
0063446.png,5,"[5, 3, 4]"
0063447.png,5,"[5, 4, 3]"
0063449.png,8,"[8, 3, 5]"
0063454.png,5,"[5, 3, 8]"
0063457.png,3,"[3, 8, 5]"
0063461.png,5,"[5, 3, 6]"
0063462.png,5,"[5, 3, 9]"
0063464.png,5,"[5, 9, 3]"
0063467.png,5,"[5, 1, 6]"
0063474.png,5,"[5, 9, 2]"
0063476.png,5,"[5, 6, 9]"
0063482.png,5,"[5, 6, 3]"
0063490.png,5,"[5, 6, 9]"
0063492.png,5,"[5, 3, 6]"
0063494.png,5,"[5, 6, 9]"
0063501.png,5,"[5, 3, 7]"
0063503.png,5,"[5, 3, 2]"
0063508.png,5,"[5, 3, 8]"
0063509.png,5,"[5, 3, 8]"
0063518.png,5,"[5, 3, 6]"
0063519.png,5,"[5, 3, 2]"
0063523.png,5,"[5, 2, 8]"
0063540.png,8,"[8, 5, 2]"
0063543.png,5,"[5, 3, 7]"
0063546.png,5,"[5, 3, 8]"
0063556.png,5,"[5, 6, 8]"
0063566.png,5,"[5, 8, 3]"
0063567.png,5,"[5, 8, 3]"
0063568.png,5,"[5, 8, 3]"
0063569.png,5,"[5, 6, 3]"
0063574.png,5,"[5, 3, 6]"
0063578.png,5,"[5, 2, 7]"
0063580.png,5,"[5, 3, 9]"
0063588.png,5,"[5, 8, 3]"
0063598.png,5,"[5, 3, 8]"
0063601.png,7,"[7, 4, 5]"
0063605.png,5,"[5, 6, 3]"
0063611.png,5,"[5, 8, 6]"
0063615.png,5,"[5, 3, 8]"
0063625.png,5,"[5, 3, 2]"
0063626.png,5,"[5, 3, 9]"
0063627.png,5,"[5, 3, 7]"
0063629.png,5,"[5, 6, 3]"
0063638.png,5,"[5, 7, 4]"
0063640.png,5,"[5, 6, 9]"
0063643.png,5,"[5, 6, 8]"
0063652.png,5,"[5, 3, 9]"
0063655.png,5,"[5, 6, 8]"
0063660.png,6,"[6, 3, 9]"
0063664.png,5,"[5, 3, 8]"
0063667.png,5,"[5, 8, 3]"
0063674.png,5,"[5, 2, 6]"
0063679.png,5,"[5, 3, 7]"
0063688.png,5,"[5, 3, 6]"
0063692.png,5,"[5, 6, 9]"
0063693.png,5,"[5, 6, 9]"
0063695.png,5,"[5, 3, 7]"
0063700.png,5,"[5, 3, 8]"
0063704.png,5,"[5, 3, 8]"
0063706.png,5,"[5, 3, 2]"
0063709.png,5,"[5, 6, 3]"
0063713.png,5,"[5, 6, 3]"
0063714.png,5,"[5, 4, 3]"
0063719.png,5,"[5, 6, 3]"
0063721.png,5,"[5, 2, 8]"
0063724.png,5,"[5, 3, 9]"
0063726.png,5,"[5, 3, 6]"
0063730.png,5,"[5, 3, 2]"
0063736.png,5,"[5, 3, 8]"
0063738.png,5,"[5, 3, 6]"
0063740.png,5,"[5, 8, 6]"
0063749.png,5,"[5, 3, 6]"
0063752.png,5,"[5, 3, 6]"
0063753.png,5,"[5, 7, 3]"
0063763.png,5,"[5, 3, 6]"
0063802.png,5,"[5, 3, 8]"
0063804.png,5,"[5, 3, 8]"
0063810.png,5,"[5, 3, 8]"
0063811.png,5,"[5, 6, 8]"
0063812.png,5,"[5, 6, 2]"
0063819.png,5,"[5, 3, 6]"
0063832.png,5,"[5, 3, 6]"
0063853.png,3,"[3, 5, 6]"
0063866.png,5,"[5, 3, 6]"
0063874.png,5,"[5, 6, 3]"
0063875.png,5,"[5, 3, 6]"
0063878.png,5,"[5, 3, 9]"
0063883.png,5,"[5, 3, 9]"
0063895.png,5,"[5, 3, 6]"
0063897.png,5,"[5, 3, 6]"
0063899.png,5,"[5, 3, 2]"
0063900.png,5,"[5, 3, 6]"
0063907.png,5,"[5, 3, 7]"
0063908.png,5,"[5, 3, 2]"
0063911.png,5,"[5, 3, 1]"
0063917.png,5,"[5, 2, 7]"
0063918.png,5,"[5, 3, 7]"
0063924.png,5,"[5, 3, 6]"
0063928.png,5,"[5, 3, 6]"
0063942.png,5,"[5, 3, 8]"
0063946.png,5,"[5, 9, 6]"
0063950.png,5,"[5, 9, 3]"
0063951.png,5,"[5, 6, 9]"
0063952.png,5,"[5, 3, 6]"
0063957.png,5,"[5, 3, 6]"
0063960.png,5,"[5, 6, 3]"
0063963.png,5,"[5, 6, 3]"
0063965.png,5,"[5, 3, 6]"
0063970.png,5,"[5, 3, 2]"
0063976.png,5,"[5, 3, 6]"
0063984.png,5,"[5, 3, 6]"
0063995.png,5,"[5, 7, 3]"
0063998.png,5,"[5, 3, 2]"
0064002.png,5,"[5, 3, 6]"
0064005.png,5,"[5, 6, 9]"
0064007.png,5,"[5, 3, 2]"
0064013.png,5,"[5, 6, 9]"
0064024.png,5,"[5, 3, 6]"
0064027.png,5,"[5, 6, 3]"
0064030.png,5,"[5, 6, 3]"
0064031.png,5,"[5, 3, 6]"
0064033.png,5,"[5, 6, 3]"
0064036.png,5,"[5, 3, 6]"
0064044.png,5,"[5, 3, 6]"
0064049.png,5,"[5, 3, 8]"
0064057.png,5,"[5, 4, 7]"
0064060.png,8,"[8, 6, 9]"
0064068.png,5,"[5, 3, 8]"
0064073.png,5,"[5, 3, 2]"
0064075.png,5,"[5, 3, 6]"
0064082.png,5,"[5, 6, 8]"
0064083.png,5,"[5, 2, 3]"
0064087.png,5,"[5, 4, 2]"
0064098.png,5,"[5, 3, 4]"
0064102.png,5,"[5, 9, 6]"
0064103.png,5,"[5, 9, 8]"
0064105.png,5,"[5, 3, 7]"
0064111.png,8,"[8, 5, 6]"
0064112.png,5,"[5, 2, 3]"
0064119.png,5,"[5, 3, 1]"
0064122.png,5,"[5, 3, 6]"
0064128.png,5,"[5, 9, 8]"
0064131.png,5,"[5, 4, 3]"
0064143.png,5,"[5, 3, 7]"
0064144.png,5,"[5, 3, 8]"
0064145.png,5,"[5, 3, 6]"
0064146.png,5,"[5, 7, 9]"
0064152.png,5,"[5, 3, 8]"
0064154.png,5,"[5, 3, 6]"
0064159.png,5,"[5, 6, 3]"
0064160.png,5,"[5, 3, 8]"
0064162.png,5,"[5, 6, 4]"
0064176.png,5,"[5, 3, 6]"
0064180.png,0,"[0, 2, 8]"
0064186.png,5,"[5, 3, 6]"
0064187.png,5,"[5, 3, 2]"
0064195.png,5,"[5, 8, 9]"
0064197.png,5,"[5, 8, 6]"
0064203.png,5,"[5, 8, 3]"
0064204.png,5,"[5, 4, 6]"
0064206.png,5,"[5, 3, 6]"
0064212.png,5,"[5, 9, 8]"
0064213.png,5,"[5, 9, 6]"
0064222.png,5,"[5, 3, 8]"
0064226.png,5,"[5, 7, 3]"
0064230.png,5,"[5, 3, 9]"
0064232.png,5,"[5, 6, 8]"
0064234.png,5,"[5, 3, 9]"
0064244.png,5,"[5, 3, 6]"
0064246.png,5,"[5, 3, 6]"
0064249.png,5,"[5, 3, 2]"
0064255.png,5,"[5, 1, 3]"
0064258.png,5,"[5, 3, 4]"
0064261.png,5,"[5, 3, 6]"
0064262.png,5,"[5, 3, 8]"
0064283.png,5,"[5, 3, 6]"
0064290.png,5,"[5, 3, 6]"
0064291.png,5,"[5, 3, 8]"
0064294.png,5,"[5, 3, 6]"
0064297.png,5,"[5, 3, 7]"
0064298.png,5,"[5, 3, 7]"
0064304.png,3,"[3, 5, 0]"
0064308.png,5,"[5, 8, 3]"
0064312.png,5,"[5, 3, 6]"
0064315.png,5,"[5, 3, 6]"
0064316.png,2,"[2, 3, 7]"
0064317.png,2,"[2, 3, 5]"
0064318.png,6,"[6, 5, 2]"
0064322.png,5,"[5, 3, 6]"
0064330.png,5,"[5, 6, 3]"
0064336.png,5,"[5, 3, 1]"
0064338.png,5,"[5, 3, 6]"
0064339.png,5,"[5, 3, 6]"
0064344.png,5,"[5, 3, 6]"
0064348.png,5,"[5, 8, 9]"
0064352.png,5,"[5, 3, 6]"
0064355.png,5,"[5, 9, 6]"
0064359.png,5,"[5, 3, 2]"
0064360.png,5,"[5, 2, 8]"
0064363.png,5,"[5, 6, 3]"
0064369.png,5,"[5, 3, 6]"
0064371.png,5,"[5, 4, 6]"
0064373.png,5,"[5, 3, 6]"
0064386.png,5,"[5, 6, 9]"
0064392.png,5,"[5, 3, 7]"
0064398.png,5,"[5, 9, 2]"
0064404.png,5,"[5, 8, 2]"
0064408.png,5,"[5, 3, 6]"
0064409.png,5,"[5, 6, 4]"
0064410.png,5,"[5, 6, 4]"
0064411.png,5,"[5, 2, 3]"
0064421.png,5,"[5, 3, 6]"
0064422.png,5,"[5, 3, 7]"
0064427.png,8,"[8, 5, 2]"
0064429.png,5,"[5, 3, 6]"
0064432.png,5,"[5, 3, 2]"
0064455.png,5,"[5, 3, 6]"
0064463.png,5,"[5, 3, 7]"
0064470.png,5,"[5, 8, 2]"
0064488.png,5,"[5, 3, 9]"
0064520.png,8,"[8, 9, 6]"
0064523.png,5,"[5, 9, 8]"
0064530.png,5,"[5, 3, 7]"
0064531.png,5,"[5, 3, 7]"
0064536.png,5,"[5, 3, 6]"
0064552.png,5,"[5, 3, 7]"
0064553.png,5,"[5, 3, 7]"
0064565.png,5,"[5, 3, 9]"
0064568.png,5,"[5, 9, 8]"
0064577.png,5,"[5, 3, 2]"
0064578.png,5,"[5, 8, 2]"
0064583.png,5,"[5, 3, 6]"
0064588.png,5,"[5, 3, 6]"
0064590.png,5,"[5, 3, 9]"
0064594.png,5,"[5, 3, 9]"
0064596.png,5,"[5, 3, 8]"
0064604.png,5,"[5, 7, 3]"
0064608.png,5,"[5, 3, 9]"
0064609.png,5,"[5, 2, 3]"
0064612.png,5,"[5, 3, 6]"
0064614.png,5,"[5, 3, 2]"
0064618.png,5,"[5, 3, 8]"
0064623.png,5,"[5, 9, 6]"
0064628.png,5,"[5, 8, 9]"
0064640.png,5,"[5, 3, 2]"
0064644.png,5,"[5, 3, 6]"
0064659.png,5,"[5, 3, 2]"
0064666.png,5,"[5, 3, 6]"
0064668.png,5,"[5, 8, 7]"
0064669.png,5,"[5, 2, 3]"
0064670.png,5,"[5, 3, 2]"
0064685.png,5,"[5, 8, 2]"
0064687.png,5,"[5, 3, 8]"
0064689.png,5,"[5, 3, 7]"
0064703.png,5,"[5, 3, 6]"
0064705.png,5,"[5, 8, 2]"
0064706.png,5,"[5, 6, 8]"
0064708.png,5,"[5, 6, 3]"
0064714.png,5,"[5, 9, 3]"
0064721.png,5,"[5, 3, 7]"
0064733.png,5,"[5, 3, 1]"
0064735.png,5,"[5, 3, 2]"
0064739.png,5,"[5, 3, 7]"
0064744.png,5,"[5, 3, 6]"
0064748.png,6,"[6, 5, 3]"
0064750.png,5,"[5, 6, 3]"
0064751.png,5,"[5, 6, 3]"
0064753.png,5,"[5, 3, 8]"
0064755.png,5,"[5, 3, 6]"
0064756.png,5,"[5, 3, 6]"
0064768.png,5,"[5, 3, 6]"
0064771.png,5,"[5, 3, 6]"
0064778.png,5,"[5, 3, 6]"
0064780.png,5,"[5, 2, 4]"
0064788.png,5,"[5, 9, 8]"
0064790.png,5,"[5, 3, 6]"
0064799.png,5,"[5, 3, 7]"
0064802.png,5,"[5, 4, 3]"
0064803.png,5,"[5, 8, 3]"
0064805.png,5,"[5, 3, 7]"
0064807.png,5,"[5, 1, 3]"
0064812.png,5,"[5, 3, 6]"
0064815.png,5,"[5, 3, 2]"
0064817.png,5,"[5, 6, 3]"
0064819.png,5,"[5, 3, 2]"
0064832.png,5,"[5, 3, 6]"
0064842.png,5,"[5, 3, 8]"
0064847.png,5,"[5, 3, 7]"
0064848.png,5,"[5, 3, 6]"
0064857.png,5,"[5, 3, 8]"
0064862.png,5,"[5, 3, 8]"
0064865.png,5,"[5, 4, 6]"
0064867.png,5,"[5, 3, 6]"
0064874.png,5,"[5, 6, 4]"
0064883.png,5,"[5, 3, 6]"
0064884.png,5,"[5, 7, 3]"
0064885.png,5,"[5, 6, 4]"
0064894.png,5,"[5, 3, 2]"
0064895.png,5,"[5, 3, 1]"
0064897.png,5,"[5, 3, 7]"
0064904.png,5,"[5, 3, 7]"
0064909.png,5,"[5, 3, 6]"
0064919.png,5,"[5, 3, 6]"
0064930.png,5,"[5, 6, 3]"
0064932.png,5,"[5, 3, 1]"
0064936.png,5,"[5, 3, 2]"
0064937.png,3,"[3, 5, 7]"
0064942.png,5,"[5, 3, 8]"
0064947.png,5,"[5, 8, 6]"
0064951.png,5,"[5, 3, 7]"
0064957.png,5,"[5, 3, 6]"
0064963.png,5,"[5, 3, 7]"
0064969.png,5,"[5, 3, 6]"
0064975.png,5,"[5, 3, 2]"
0064976.png,5,"[5, 3, 6]"
0064977.png,5,"[5, 6, 3]"
0064984.png,5,"[5, 8, 3]"
0065000.png,5,"[5, 8, 3]"
0065004.png,5,"[5, 9, 4]"
0065008.png,5,"[5, 2, 1]"
0065010.png,5,"[5, 6, 3]"
0065016.png,5,"[5, 3, 9]"
0065021.png,5,"[5, 8, 2]"
0065022.png,5,"[5, 3, 8]"
0065026.png,5,"[5, 8, 3]"
0065027.png,5,"[5, 6, 3]"
0065040.png,5,"[5, 3, 8]"
0065046.png,5,"[5, 3, 6]"
0065048.png,5,"[5, 3, 9]"
0065070.png,5,"[5, 3, 8]"
0065071.png,5,"[5, 3, 8]"
0065080.png,5,"[5, 6, 3]"
0065085.png,5,"[5, 6, 3]"
0065088.png,5,"[5, 2, 3]"
0065100.png,5,"[5, 8, 2]"
0065101.png,5,"[5, 3, 2]"
0065108.png,5,"[5, 7, 3]"
0065113.png,5,"[5, 2, 8]"
0065117.png,5,"[5, 6, 9]"
0065119.png,5,"[5, 3, 6]"
0065132.png,5,"[5, 8, 6]"
0065135.png,5,"[5, 8, 2]"
0065148.png,5,"[5, 6, 3]"
0065152.png,5,"[5, 3, 6]"
0065158.png,5,"[5, 6, 3]"
0065160.png,5,"[5, 7, 4]"
0065163.png,5,"[5, 6, 3]"
0065167.png,5,"[5, 3, 6]"
0065172.png,5,"[5, 3, 8]"
0065181.png,5,"[5, 6, 8]"
0065185.png,5,"[5, 6, 3]"
0065192.png,5,"[5, 3, 6]"
0065203.png,5,"[5, 3, 2]"
0065209.png,5,"[5, 3, 9]"
0065215.png,5,"[5, 3, 6]"
0065216.png,5,"[5, 3, 7]"
0065219.png,5,"[5, 3, 6]"
0065230.png,5,"[5, 3, 6]"
0065235.png,5,"[5, 9, 7]"
0065236.png,5,"[5, 6, 4]"
0065237.png,5,"[5, 3, 6]"
0065245.png,5,"[5, 3, 4]"
0065247.png,5,"[5, 3, 6]"
0065263.png,5,"[5, 3, 7]"
0065273.png,5,"[5, 3, 9]"
0065278.png,5,"[5, 3, 8]"
0065281.png,5,"[5, 3, 4]"
0065284.png,5,"[5, 6, 3]"
0065289.png,5,"[5, 9, 6]"
0065290.png,5,"[5, 3, 8]"
0065293.png,5,"[5, 3, 2]"
0065296.png,5,"[5, 8, 3]"
0065298.png,5,"[5, 6, 2]"
0065300.png,5,"[5, 3, 8]"
0065305.png,5,"[5, 6, 9]"
0065306.png,5,"[5, 3, 4]"
0065308.png,5,"[5, 3, 6]"
0065313.png,5,"[5, 6, 3]"
0065316.png,5,"[5, 3, 8]"
0065323.png,5,"[5, 6, 3]"
0065324.png,5,"[5, 2, 3]"
0065327.png,5,"[5, 4, 6]"
0065337.png,5,"[5, 9, 6]"
0065349.png,5,"[5, 3, 6]"
0065355.png,5,"[5, 3, 6]"
0065357.png,5,"[5, 6, 3]"
0065358.png,5,"[5, 3, 6]"
0065364.png,7,"[7, 3, 5]"
0065365.png,5,"[5, 7, 3]"
0065382.png,5,"[5, 6, 3]"
0065390.png,5,"[5, 6, 9]"
0065391.png,5,"[5, 6, 3]"
0065400.png,5,"[5, 3, 8]"
0065404.png,5,"[5, 8, 6]"
0065407.png,5,"[5, 9, 6]"
0065409.png,5,"[5, 3, 2]"
0065425.png,5,"[5, 2, 3]"
0065427.png,5,"[5, 9, 7]"
0065438.png,5,"[5, 9, 2]"
0065440.png,5,"[5, 3, 2]"
0065458.png,5,"[5, 7, 2]"
0065469.png,5,"[5, 6, 3]"
0065471.png,5,"[5, 2, 3]"
0065483.png,5,"[5, 3, 7]"
0065484.png,5,"[5, 2, 3]"
0065491.png,5,"[5, 3, 6]"
0065495.png,5,"[5, 3, 6]"
0065496.png,6,"[6, 5, 2]"
0065507.png,5,"[5, 2, 3]"
0065509.png,5,"[5, 3, 9]"
0065514.png,5,"[5, 2, 8]"
0065515.png,5,"[5, 8, 3]"
0065521.png,5,"[5, 7, 3]"
0065526.png,5,"[5, 3, 2]"
0065527.png,5,"[5, 3, 6]"
0065530.png,5,"[5, 6, 3]"
0065533.png,5,"[5, 3, 9]"
0065534.png,5,"[5, 3, 8]"
0065539.png,5,"[5, 9, 6]"
0065540.png,5,"[5, 6, 3]"
0065549.png,5,"[5, 6, 2]"
0065567.png,5,"[5, 3, 6]"
0065570.png,5,"[5, 3, 2]"
0065571.png,5,"[5, 3, 6]"
0065574.png,5,"[5, 8, 6]"
0065576.png,5,"[5, 7, 6]"
0065579.png,5,"[5, 3, 9]"
0065580.png,5,"[5, 3, 7]"
0065583.png,3,"[3, 5, 7]"
0065585.png,5,"[5, 3, 7]"
0065591.png,5,"[5, 3, 6]"
0065602.png,5,"[5, 3, 6]"
0065604.png,5,"[5, 3, 7]"
0065606.png,5,"[5, 3, 6]"
0065608.png,5,"[5, 3, 8]"
0065611.png,5,"[5, 3, 4]"
0065623.png,5,"[5, 3, 2]"
0065626.png,5,"[5, 2, 6]"
0065635.png,5,"[5, 3, 2]"
0065640.png,5,"[5, 3, 6]"
0065642.png,5,"[5, 3, 6]"
0065643.png,5,"[5, 3, 6]"
0065647.png,5,"[5, 3, 2]"
0065648.png,5,"[5, 6, 7]"
0065656.png,5,"[5, 3, 9]"
0065659.png,5,"[5, 3, 6]"
0065662.png,5,"[5, 9, 6]"
0065664.png,5,"[5, 8, 6]"
0065680.png,5,"[5, 3, 6]"
0065682.png,5,"[5, 3, 7]"
0065702.png,5,"[5, 3, 6]"
0065704.png,5,"[5, 8, 3]"
0065705.png,5,"[5, 3, 6]"
0065707.png,5,"[5, 3, 6]"
0065711.png,5,"[5, 6, 3]"
0065720.png,5,"[5, 3, 6]"
0065725.png,5,"[5, 6, 3]"
0065726.png,8,"[8, 5, 9]"
0065738.png,5,"[5, 6, 8]"
0065755.png,5,"[5, 3, 6]"
0065757.png,5,"[5, 3, 4]"
0065759.png,5,"[5, 3, 7]"
0065765.png,5,"[5, 7, 3]"
0065768.png,5,"[5, 6, 3]"
0065772.png,5,"[5, 3, 9]"
0065773.png,5,"[5, 3, 6]"
0065774.png,5,"[5, 3, 6]"
0065776.png,5,"[5, 3, 6]"
0065786.png,5,"[5, 3, 2]"
0065787.png,5,"[5, 3, 2]"
0065799.png,5,"[5, 3, 7]"
0065803.png,5,"[5, 3, 9]"
0065804.png,5,"[5, 3, 8]"
0065808.png,5,"[5, 3, 8]"
0065809.png,5,"[5, 3, 8]"
0065815.png,5,"[5, 3, 6]"
0065816.png,5,"[5, 8, 6]"
0065818.png,5,"[5, 3, 6]"
0065822.png,5,"[5, 3, 9]"
0065824.png,5,"[5, 3, 2]"
0065835.png,5,"[5, 6, 2]"
0065839.png,5,"[5, 3, 6]"
0065841.png,5,"[5, 9, 3]"
0065843.png,5,"[5, 4, 2]"
0065845.png,5,"[5, 3, 6]"
0065847.png,5,"[5, 3, 2]"
0065850.png,5,"[5, 6, 3]"
0065855.png,5,"[5, 8, 2]"
0065858.png,5,"[5, 3, 8]"
0065861.png,5,"[5, 3, 6]"
0065863.png,5,"[5, 3, 6]"
0065868.png,5,"[5, 3, 7]"
0065869.png,3,"[3, 5, 6]"
0065872.png,5,"[5, 3, 9]"
0065887.png,5,"[5, 6, 3]"
0065888.png,5,"[5, 8, 9]"
0065889.png,5,"[5, 9, 6]"
0065893.png,5,"[5, 3, 7]"
0065895.png,1,"[1, 5, 8]"
0065900.png,5,"[5, 3, 6]"
0065901.png,5,"[5, 3, 6]"
0065903.png,5,"[5, 3, 1]"
0065905.png,5,"[5, 3, 6]"
0065906.png,5,"[5, 3, 6]"
0065915.png,7,"[7, 3, 2]"
0065919.png,5,"[5, 3, 9]"
0065920.png,5,"[5, 3, 6]"
0065928.png,3,"[3, 5, 7]"
0065934.png,5,"[5, 3, 7]"
0065935.png,7,"[7, 3, 5]"
0065940.png,5,"[5, 3, 6]"
0065944.png,5,"[5, 3, 9]"
0065959.png,5,"[5, 3, 2]"
0065961.png,5,"[5, 3, 4]"
0065974.png,5,"[5, 8, 2]"
0065977.png,5,"[5, 3, 6]"
0065980.png,5,"[5, 3, 8]"
0065991.png,5,"[5, 3, 6]"
0065994.png,5,"[5, 3, 8]"
0065998.png,5,"[5, 3, 6]"
0065999.png,5,"[5, 3, 7]"
0066001.png,5,"[5, 2, 7]"
0066003.png,5,"[5, 1, 3]"
0066010.png,5,"[5, 2, 3]"
0066011.png,5,"[5, 3, 8]"
0066012.png,5,"[5, 6, 9]"
0066013.png,5,"[5, 6, 3]"
0066026.png,5,"[5, 3, 6]"
0066029.png,5,"[5, 3, 6]"
0066048.png,5,"[5, 3, 6]"
0066059.png,5,"[5, 8, 3]"
0066065.png,5,"[5, 2, 3]"
0066069.png,5,"[5, 3, 7]"
0066093.png,5,"[5, 6, 3]"
0066103.png,5,"[5, 3, 7]"
0066108.png,5,"[5, 3, 7]"
0066114.png,5,"[5, 6, 9]"
0066116.png,5,"[5, 3, 6]"
0066119.png,5,"[5, 3, 7]"
0066121.png,5,"[5, 3, 2]"
0066128.png,5,"[5, 8, 3]"
0066135.png,5,"[5, 3, 2]"
0066144.png,5,"[5, 3, 7]"
0066145.png,5,"[5, 6, 3]"
0066156.png,5,"[5, 8, 3]"
0066157.png,5,"[5, 8, 6]"
0066160.png,5,"[5, 3, 6]"
0066169.png,5,"[5, 7, 3]"
0066170.png,5,"[5, 8, 6]"
0066179.png,5,"[5, 8, 3]"
0066183.png,5,"[5, 3, 7]"
0066186.png,5,"[5, 6, 8]"
0066187.png,5,"[5, 6, 3]"
0066194.png,5,"[5, 8, 6]"
0066206.png,5,"[5, 3, 6]"
0066208.png,5,"[5, 3, 2]"
0066210.png,5,"[5, 3, 8]"
0066213.png,5,"[5, 6, 2]"
0066214.png,5,"[5, 9, 6]"
0066222.png,5,"[5, 8, 3]"
0066225.png,5,"[5, 3, 6]"
0066226.png,5,"[5, 3, 8]"
0066229.png,5,"[5, 3, 9]"
0066239.png,5,"[5, 8, 3]"
0066240.png,5,"[5, 8, 7]"
0066246.png,5,"[5, 3, 8]"
0066247.png,5,"[5, 3, 8]"
0066250.png,5,"[5, 6, 3]"
0066256.png,5,"[5, 3, 2]"
0066258.png,5,"[5, 3, 9]"
0066265.png,5,"[5, 3, 9]"
0066271.png,5,"[5, 9, 6]"
0066272.png,5,"[5, 3, 8]"
0066280.png,5,"[5, 6, 3]"
0066290.png,8,"[8, 6, 5]"
0066293.png,5,"[5, 9, 8]"
0066302.png,5,"[5, 2, 3]"
0066309.png,5,"[5, 3, 7]"
0066312.png,5,"[5, 3, 6]"
0066314.png,5,"[5, 3, 8]"
0066319.png,5,"[5, 3, 7]"
0066330.png,5,"[5, 6, 8]"
0066344.png,5,"[5, 3, 7]"
0066346.png,5,"[5, 7, 3]"
0066351.png,5,"[5, 7, 3]"
0066360.png,5,"[5, 3, 8]"
0066369.png,5,"[5, 3, 4]"
0066375.png,5,"[5, 3, 4]"
0066387.png,5,"[5, 8, 7]"
0066388.png,5,"[5, 4, 6]"
0066389.png,5,"[5, 6, 3]"
0066391.png,5,"[5, 8, 3]"
0066392.png,5,"[5, 6, 2]"
0066395.png,5,"[5, 3, 2]"
0066397.png,5,"[5, 3, 6]"
0066400.png,3,"[3, 6, 5]"
0066402.png,3,"[3, 5, 6]"
0066403.png,5,"[5, 3, 6]"
0066404.png,5,"[5, 6, 9]"
